,season_year,season_type,gamekey,game_date,week,playid,game_clock,yardline,quarter,play_type,poss_team,home_team_visit_team,score_home_visiting,playdescription,No Play,PENALTY,declined,Offensive Holding,Defensive 12 On-field,Illegal Block Above the Waist,Fair Catch Interference,Running Into the Kicker,Unnecessary Roughness,Illegal Touch Kick,Illegal Use of Hands,False Start,Out of Bounds on Punt,Horse Collar Tackle,Face Mask,Ineligible Downfield Kick,Illegal Substitution,Illegal Formation,Delay of Game,Illegal Blindside Block,Neutral Zone Infraction,Tripping,Defensive Holding,Roughing the Kicker,Unsportsmanlike Conduct,Defensive Offside,Interference with Opportunity to Catch,Illegal Motion,Chop Block,Clipping,Invalid Fair Catch Signal,Illegal Shift,Offensive 12 On-field,Taunting,Offensive Pass Interference,Disqualification,Defensive Pass Interference,REVERSED,out of bounds,Touchback,fair catch,MUFF,downed,BLOCKED,TOUCHDOWN,no gain,FUMBLES,pass incomplete,Returned,returned for,return_yards,risk_factor,Season_Year,GameKey,PlayID,PlayUnique,GL,GLi,GLo,GR,GRi,GRo,P,PC,PDL1,PDL2,PDL3,PDL4,PDL5,PDL6,PDM,PDR1,PDR2,PDR3,PDR4,PDR5,PDR6,PFB,PLG,PLL,PLL1,PLL2,PLL3,PLM,PLM1,PLR,PLR1,PLR2,PLR3,PLS,PLT,PLW,PPL,PPLi,PPLo,PPR,PPRi,PPRo,PR,PRG,PRT,PRW,VL,VLi,VLo,VR,VRi,VRo
2099,2017,Reg,473,10/08/2017,5,1900,14:11,OAK 24,3,Punt,OAK,OAK-BLT,10 - 24,"(14:11) M.King punts 46 yards to BLT 30, Center-J.Condo. M.Campanaro pushed ob at BLT 40 for 10 yards (E.Harris).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 10 yard,10.0,4.0,2017,473,1900,2017-473-1900,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
2100,2016,Reg,269,12/11/2016,14,1472,04:30,NYJ 22,2,Punt,NYJ,SF-NYJ,17 - 3,"(4:30) L.Edwards punts 37 yards to SF 41, Center-T.Purdum, fair catch by J.Kerley.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,4.0,2016,269,1472,2016-269-1472,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
2101,2017,Reg,643,12/31/2017,17,3804,05:30,BUF 35,4,Punt,BUF,MIA-BUF,9 - 22,"(5:30) (Punt formation) PENALTY on BUF, Delay of Game, 5 yards, enforced at BUF 35 - No Play.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,4.0,2017,643,3804,2017-643-3804,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
2102,2016,Reg,269,12/11/2016,14,235,12:41,NYJ 46,1,Punt,NYJ,SF-NYJ,7 - 0,"(12:41) L.Edwards punts 35 yards to SF 19, Center-T.Purdum, fair catch by J.Kerley.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,4.0,2016,269,235,2016-269-235,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
2103,2016,Reg,268,12/11/2016,14,3316,09:01,TEN 19,4,Punt,TEN,TEN-DEN,13 - 7,"(9:01) (Punt formation) B.Kern punts 36 yards to DEN 45, Center-B.Brinkley, fair catch by J.Taylor.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,4.0,2016,268,3316,2016-268-3316,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
2104,2017,Reg,643,12/31/2017,17,1621,02:16,BUF 30,2,Punt,BUF,MIA-BUF,0 - 10,"(2:16) (Punt formation) C.Schmidt punts 50 yards to MIA 20, Center-R.Ferguson. J.Grant to MIA 22 for 2 yards (L.Pitts).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 2 yard,2.0,4.0,2017,643,1621,2017-643-1621,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0
2105,2017,Reg,475,10/08/2017,5,2246,13:08,HST 19,3,Punt,HST,HST-KC,7 - 23,"(13:08) S.Lechler punts 58 yards to KC 23, Center-J.Weeks. T.Hill to KC 16 for -7 yards (C.Moore). (The Punt Hang-time was 4.37 seconds.)",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for -7 yard,-7.0,4.0,2017,475,2246,2017-475-2246,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0
2106,2017,Reg,565,11/26/2017,12,1129,15:00,KC 17,2,Punt,KC,KC-BUF,0 - 7,"(15:00) D.Colquitt punts 40 yards to BUF 43, Center-J.Winchester. B.Tate to KC 44 for 13 yards (J.Chesson).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 13 yard,13.0,4.0,2017,565,1129,2017-565-1129,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
2107,2017,Reg,596,12/10/2017,14,3830,06:42,SF 40,4,Punt,SF,HST-SF,16 - 23,"(6:42) B.Pinion punts 40 yards to HST 20, Center-K.Nelson. D.White to HST 21 for 1 yard (A.Robinson).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 1 yard,1.0,4.0,2017,596,3830,2017-596-3830,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
2108,2016,Reg,268,12/11/2016,14,1093,12:22,DEN 49,2,Punt,TEN,TEN-DEN,10 - 0,"(12:22) (Punt formation) B.Kern punts 34 yards to DEN 15, Center-B.Brinkley, fair catch by K.Raymond. PENALTY on DEN-K.Webster, Illegal Block Above the Waist, 7 yards, enforced at DEN 15.",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,4.0,2016,268,1093,2016-268-1093,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
2109,2017,Reg,597,12/10/2017,14,132,13:51,JAX 23,1,Punt,JAX,JAX-SEA,0 - 0,"(13:51) (Punt formation) B.Nortman punts 44 yards to SEA 33, Center-C.Holba, out of bounds.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0,4.0,2017,597,132,2017-597-132,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
2110,2017,Reg,597,12/10/2017,14,370,10:31,JAX 38,1,Punt,SEA,JAX-SEA,0 - 0,"(10:31) (Punt formation) J.Ryan punts 31 yards to JAX 7, Center-T.Ott, downed by SEA-J.Lane.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,4.0,2017,597,370,2017-597-370,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
2269,2017,Pre,344,08/11/2017,2,1809,03:48,KC 30,2,Punt,KC,KC-SF,7 - 9,"(3:48) D.Colquitt punts 55 yards to SF 15, Center-J.Winchester, out of bounds.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0,4.0,2017,344,1809,2017-344-1809,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
2094,2017,Reg,641,12/31/2017,17,3700,02:26,DET 37,4,Punt,DET,DET-GB,35 - 11,"(2:26) S.Martin punts 55 yards to GB 8, Center-D.Muhlbach. T.Davis pushed ob at GB 36 for 28 yards (M.Killebrew).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 28 yard,28.0,4.0,2017,641,3700,2017-641-3700,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0
2271,2017,Pre,366,08/21/2017,3,904,00:54,CLV 8,1,Punt,CLV,CLV-NYG,0 - 0,"(:54) B.Colquitt punts 49 yards to NYG 43, Center-C.Hughlett. D.Deayon to NYG 43 for no gain (C.Pryor).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,4.0,2017,366,904,2017-366-904,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
2443,2016,Pre,52,09/01/2016,5,3623,10:04,NE 47,4,Punt,NE,NYG-NE,10 - 9,"(10:04) R.Allen punts 35 yards to NYG 18, Center-J.Cardona. B.Rainey to NYG 21 for 3 yards (K.Grugier-Hill).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 3 yard,3.0,4.0,2016,52,3623,2016-52-3623,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0
2430,2017,Pre,375,08/26/2017,4,1264,07:46,PIT 17,2,Punt,PIT,PIT-IND,3 - 10,"(7:46) (Punt formation) J.Berry punts 47 yards to IND 36, Center-K.Canaday, downed by PIT-D.Heyward-Bey.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,4.0,2017,375,1264,2017-375-1264,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
2431,2016,Reg,307,01/01/2017,17,1215,11:12,CIN 44,2,Punt,BLT,CIN-BLT,14 - 3,"(11:12) S.Koch punts 26 yards to CIN 18, Center-M.Cox, fair catch by A.Erickson.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,4.0,2016,307,1215,2016-307-1215,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
2432,2017,Reg,652,12/31/2017,17,588,02:43,LAC 41,1,Punt,OAK,LAC-OAK,0 - 0,"(2:43) M.King punts 40 yards to LAC 1, Center-J.Condo, out of bounds.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0,4.0,2017,652,588,2017-652-588,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,2,1,1,1,1,0,0,1,0,0
2433,2016,Reg,316,01/01/2017,17,3921,01:05,TEN 39,4,Punt,TEN,TEN-HST,24 - 17,"(1:05) (Punt formation) B.Kern punts 42 yards to HST 19, Center-B.Brinkley. T.Ervin to HST 18 for -1 yards (P.Supernaw).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for -1 yard,-1.0,4.0,2016,316,3921,2016-316-3921,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
2434,2016,Pre,54,09/01/2016,5,607,02:35,PIT 45,1,Punt,PIT,CAR-PIT,3 - 0,"(2:35) J.Berry punts 38 yards to CAR 17, Center-G.Warren, out of bounds.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0,4.0,2016,54,607,2016-54-607,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
2435,2016,Reg,301,12/24/2016,16,1159,12:40,SEA 19,2,Punt,SEA,SEA-ARZ,0 - 7,"(12:40) J.Ryan punts 45 yards to ARZ 36, Center-N.Frese, fair catch by P.Peterson.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,4.0,2016,301,1159,2016-301-1159,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
2436,2017,Reg,488,10/15/2017,6,902,14:56,OAK 34,2,Punt,OAK,OAK-LAC,7 - 0,"(14:56) M.King punts 59 yards to LAC 7, Center-J.Condo, downed by OAK-J.Holton.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,4.0,2017,488,902,2017-488-902,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
2437,2017,Pre,381,08/27/2017,4,701,02:47,WAS 16,1,Punt,WAS,WAS-CIN,0 - 7,"(2:47) (Punt formation) T.Way punts 54 yards to CIN 30, Center-N.Sundberg. T.Boyd to CIN 32 for 2 yards (W.Compton, Z.Vigil).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 2 yard,2.0,4.0,2017,381,701,2017-381-701,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
2438,2016,Pre,53,09/01/2016,5,3868,02:46,NYJ 48,4,Punt,NYJ,PHI-NYJ,14 - 6,"(2:46) (Punt formation) L.Edwards punts 37 yards to PHI 15, Center-T.Purdum, downed by NYJ-J.Howsare.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,4.0,2016,53,3868,2016-53-3868,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
2439,2016,Pre,54,09/01/2016,5,227,10:42,PIT 45,1,Punt,CAR,CAR-PIT,0 - 0,"(10:42) A.Lee punts 37 yards to PIT 8, Center-J.Jansen, downed by CAR-J.Jansen.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,4.0,2016,54,227,2016-54-227,1,0,0,1,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
2440,2016,Reg,300,12/24/2016,16,2442,08:31,SF 21,3,Punt,SF,LA-SF,14 - 7,"(8:31) B.Pinion punts 46 yards to LA 33, Center-K.Nelson, downed by SF-C.Bradford.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,4.0,2016,300,2442,2016-300-2442,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0
2441,2016,Reg,300,12/24/2016,16,1979,00:13,SF 21,2,Punt,SF,LA-SF,14 - 7,"(:13) B.Pinion punts 40 yards to LA 39, Center-K.Nelson. T.Austin to LA 48 for 9 yards (K.Nelson).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 9 yard,9.0,4.0,2016,300,1979,2016-300-1979,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
2442,2017,Reg,487,10/15/2017,6,2056,10:01,PIT 36,3,Punt,PIT,KC-PIT,3 - 12,"(10:01) J.Berry punts 39 yards to KC 25, Center-K.Canaday, out of bounds.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0,4.0,2017,487,2056,2017-487-2056,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
2444,2017,Reg,525,11/05/2017,9,1253,12:21,PHI 34,2,Punt,PHI,PHI-DEN,17 - 3,"(12:21) D.Jones punts 53 yards to DEN 13, Center-R.Lovato. I.McKenzie to PHI 43 for 44 yards (C.Graham).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 44 yard,44.0,4.0,2017,525,1253,2017-525-1253,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
2459,2017,Reg,492,10/22/2017,7,3032,05:28,BUF 8,3,Punt,BUF,BUF-TB,17 - 13,"(5:28) C.Schmidt punts 46 yards to TB 46, Center-R.Ferguson. B.Reedy to BUF 43 for 11 yards (L.Alexander, R.Ferguson). PENALTY on TB-D.Bond, Offensive Holding, 10 yards, enforced at TB 46. B.Reedy credited with 0 yd. return (penalty enforced from end of kick).",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,4.0,2017,492,3032,2017-492-3032,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
2445,2017,Reg,486,10/15/2017,6,3515,07:51,JAX 26,4,Punt,JAX,JAX-LA,17 - 24,"(7:51) B.Nortman punts 41 yards to LA 33, Center-M.Overton. P.Cooper MUFFS catch, and recovers at LA 32. P.Cooper to LA 32 for no gain (L.Pitts).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0.0,4.0,2017,486,3515,2017-486-3515,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
2446,2016,Pre,56,09/01/2016,5,388,08:30,OAK 47,1,Punt,OAK,OAK-SEA,0 - 0,"(8:30) M.King punts 39 yards to SEA 14, Center-J.Condo, fair catch by T.Lockett.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,4.0,2016,56,388,2016-56-388,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0
2447,2017,Reg,650,12/31/2017,17,585,06:05,TEN 4,1,Punt,TEN,TEN-JAX,0 - 0,"(6:05) (Punt formation) B.Kern punts 62 yards to JAX 34, Center-B.Brinkley. J.Mickens to JAX 47 for 13 yards (E.Weems). PENALTY on JAX-T.Patmon, Illegal Block Above the Waist, 10 yards, enforced at JAX 37.",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,4.0,2017,650,585,2017-650-585,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
2448,2017,Reg,486,10/15/2017,6,2997,01:22,JAX 47,3,Punt,LA,JAX-LA,17 - 24,"(1:22) J.Hekker punts 32 yards to JAX 15, Center-J.McQuaide, downed by LA-T.Higbee.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,4.0,2017,486,2997,2017-486-2997,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
2449,2017,Reg,525,11/05/2017,9,3944,03:02,DEN 13,4,Punt,DEN,PHI-DEN,51 - 23,"(3:02) R.Dixon punts 47 yards to PHI 40, Center-C.Kreiter, fair catch by K.Barner.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,4.0,2017,525,3944,2017-525-3944,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
